INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,14,3,3M,Não,6.216666833333334,C,Ágata,8.75001,5,5625,5.666666666666667,8125,6.6666625,5,4.0,Escola Pública,Quartzo,4712,9.2,4.4,5.6,1.5,7.2,Não,4.2,5.0,5.0,5.711969322455323,Quartzo,8.75001,6.646998834498834,5.0,2.911111111111111,7.03125,Não,6.111106666666666,5.0
Rede Decisão/União,10,4,2B,Sim,9.335420000000001,A,Topázio,9.000020000000001,9.5,7.5,9.5,9.6875,9.58334,10,2.0,Rede Decisão,Topázio,8858,9.5,10.0,7.5,8.1,7.5,Não,8.9,10.0,3.0,8.155073214424952,Topázio,9.16668,8.893762183235868,5625,6.688888888888887,8.59375,Sim,8.5,10.0
Rede Decisão/União,11,3,3G,Não,7.412223000000001,B,Ametista,9.583350000000001,6.7,4375,6,8.541666666666666,8.111106666666666,10,3.0,Rede Decisão,Ametista,7110,8.8,7.5,5.6,4.2,7.5,Não,7.9,10.0,3.0,6.94278506049506,Ágata,7.08333,8.08025308025308,5.0,4.722222222222222,7.65625,Não,7.04166,10.0
Rede Decisão/União,15,4,5G,Não,7.9691670000000006,B,Ametista,7.91667,9.7,3.75,7,8125,8.25,10,6.0,Rede Decisão,Ametista,7441,6.7,7.8,4.4,7.7,7.8,Não,7.3,10.0,7.0,7.427454954248366,Ametista,7.91667,8.648039215686275,5625,5.188888888888889,8.28125,Não,7.388886666666666,10.0
Escola Pública,14,2,3H,Não,5.6825,D,Quartzo,10.000020000000001,6.6,5,4.166666666666667,5625,4.833323333333333,5,4.0,Escola Pública,Quartzo,4151,10.0,2.8,5.0,1.7,5.6,Não,3.5,5.0,,,,,,,,,,,
FIAP,19,4,8A,,5.3950000000000005,D,Quartzo,0,0,4375,8.8,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,0D,Não,6.443336,C,Ágata,9.500020000000001,9.8,2.5,8.5,2.5,4.16667,5,0.0,Escola Pública,Ametista,7052,9.5,8.3,6.3,6.1,7.8,Não,6.6,5.0,0.0,6.953207128205129,Ágata,9.000020000000001,6.891025641025642,5625,8.0,5625,Não,7.25,5.0
FIAP,18,1,8A,,8.848334000000001,B,Ametista,8.33334,10,6875,9.1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0E,Não,7.918752,B,Ametista,9.500020000000001,10,6875,7.5,7.8125,7.5,5,0.0,Escola Pública,Ametista,6915,9.5,5.8,7.5,6.3,7.2,Não,7.8,5.0,,,,,,,,,,,
Escola Pública,14,0,3R,Não,7.338057,B,Ametista,8.75001,8.6,7.5,6,7.708333333333334,7.611113333333334,5,3.0,Escola Pública,Quartzo,5435,8.8,3.9,7.5,2.6,7.3,Não,6.4,5.0,,,,,,,,,,,
Escola Pública,13,2,2R,Não,6.289445333333333,C,Ágata,9.000020000000001,5.6,4375,6,6875,7.222216666666665,5,3.0,Escola Pública,Ágata,6190,7.9,5.8,5.0,6.6,7.3,Não,5.9,5.0,4.0,5.159305551302499,Quartzo,7.5,5.126395534290271,6.25,3.222222222222222,6.5625,Não,4.79166,5.0
Escola Pública,12,2,2C,Não,7.0419453333333335,C,Ágata,8.000020000000001,8.8,7.5,5.5,6875,7.222216666666665,5,2.0,Escola Pública,Ágata,6007,9.5,3.8,7.5,3.8,7.5,Não,7.7,5.0,2.0,6.445768751322752,Ágata,9.50002,8.756613756613756,7.5,2.5,5.833333333333334,Não,7.055553333333332,5.0
Escola Pública,16,0,5A,Sim,8.404168666666667,B,Ametista,8.33334,9,7.5,9.333333333333334,8.541666666666666,9.000006666666666,5,6.0,Rede Decisão,Ametista,8201,8.3,8.6,6.3,9.0,9.4,Não,8.9,5.0,,,,,,,,,,,
Escola Pública,15,1,5A,Não,7.425278666666666,B,Ametista,8.33334,5.3,7.5,7.666666666666667,7.708333333333334,7.38889,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,3,2F,Não,7.212501333333334,C,Ágata,9.000020000000001,7.5,6875,4.25,7.083333333333334,7.833329999999999,10,2.0,Escola Pública,Ametista,7260,9.0,6.7,7.5,7.4,8.1,Não,7.4,5.0,,,,,,,,,,,
Rede Decisão/União,15,4,4F,Não,5.934999666666666,D,Quartzo,7.5,5.3,5,6.333333333333333,6.25,6.166665,5,4.0,Rede Decisão,Ágata,6053,7.1,5.3,6.9,5.2,7.2,Não,6.7,5.0,4.0,7.056350274891774,Ametista,7.5,8.895292207792206,5.0,7.266666666666666,7.65625,Não,7.7916675,2.5
Escola Pública,15,1,4A,Não,7.454722,B,Ametista,7.5,9.1,7.5,8,8125,6.11111,5,5.0,Escola Pública,Ametista,7593,7.9,8.1,7.5,7.2,7.7,Não,8.7,5.0,6.0,6.241624113546868,Ágata,7.91667,6.083816678845451,7.5,4.988888888888888,7.1875,Não,6.333329999999999,5.0
Rede Decisão/União,12,4,3B,Não,7.687500833333334,B,Ametista,9.16668,9.5,4375,6.666666666666667,7.5,6.7499975,10,3.0,Rede Decisão,Quartzo,4257,6.7,2.8,3.1,2.5,4.6,Não,3.8,10.0,,,,,,,,,,,
Escola Pública,12,0,2P,Não,4.233888,D,Quartzo,0,4.6,6875,0,7.708333333333334,6.777773333333332,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1C,Não,4.864168666666667,D,Quartzo,9.000020000000001,4.3,3.75,0,7.291666666666667,7.5,5,1.0,Escola Pública,Quartzo,3729,0.0,3.3,5.6,1.2,7.3,Não,5.2,5.0,,,,,,,,,,,
Escola Pública,13,1,3L,Não,8.410210333333334,B,Ametista,9.58335,9.9,7.5,6.166666666666667,7.96875,8.458335,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,13,4,3L,Não,8.318544833333334,B,Ametista,10.000020000000001,9.9,4375,6.666666666666667,8.59375,8.5416725,10,4.0,Rede Decisão,Topázio,8499,8.8,9.2,7.5,7.4,8.9,Não,8.3,10.0,5.0,8.940600419054803,Topázio,8.33334,9.660633484162895,8125,8.511111111111111,8.4375,Sim,9.0833375,10.0
Escola Pública,10,2,1D,Não,7.978752000000001,B,Ametista,9.000020000000001,8.8,7.5,9.5,7.1875,7.25,5,1.0,Escola Pública,Ágata,6868,9.0,8.3,6.9,6.4,7.5,Não,5.4,5.0,1.0,7.808336000000001,Ametista,9.000020000000001,8.166666666666666,7.5,9.166666666666668,6.25,Não,7.833336666666667,5.0
Rede Decisão/União,13,2,3L,Sim,8.289376333333333,B,Ametista,5.83333,9.9,5,7.666666666666667,8.59375,9.166675000000001,10,4.0,Rede Decisão,Topázio,8475,8.3,8.9,7.5,6.6,9.2,Sim,9.4,10.0,5.0,8.920648367521368,Topázio,8.33334,9.615384615384617,8125,7.722222222222222,8.90625,Sim,9.583340000000002,10.0
Escola Pública,8,0,0C,Não,9.316669000000001,A,Topázio,9.000020000000001,10,10,10,7.5,8.333335,10,1.0,Escola Pública,Topázio,8699,9.0,9.2,8.8,7.2,8.8,Não,8.9,10.0,,,,,,,,,,,
Escola Pública,14,1,2P,Não,5.773612,D,Quartzo,6.9166799999999995,8,7.5,0,8.541666666666666,6.888886666666666,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,2G,Não,7.780279333333334,B,Ametista,9.000020000000001,9.7,6.25,7,7.708333333333334,8.22222,5,2.0,Escola Pública,Ametista,7349,9.0,8.8,4.4,6.9,7.3,Não,8.2,5.0,3.0,7.021737821285376,Ágata,10.00002,8.132297717537991,5625,6.288888888888889,7.5,Não,6.6249925,5.0
Escola Pública,15,2,3A,Não,7.137293833333334,C,Ágata,9.58335,5.9,7.5,7.666666666666667,7.65625,7.2500025,5,4.0,Escola Pública,Ágata,6624,9.2,5.8,7.5,5.8,7.7,Não,6.9,5.0,5.0,5.580600676434676,Quartzo,9.16668,6.14606227106227,5.0,5.611111111111111,4375,Não,4.37499,5.0
Escola Pública,12,3,1G,Não,7.912085,B,Ametista,9.000020000000001,8.8,7.5,9,7.1875,7.416665,5,2.0,Escola Pública,Ágata,5990,9.0,5.0,7.5,4.5,7.3,Não,6.1,5.0,2.0,6.77720046886447,Ágata,9.000020000000001,7.677655677655677,6.25,5.416666666666666,6.666666666666666,Não,7.333336666666667,5.0
Escola Pública,13,1,3H,Não,7.131665666666668,C,Ágata,8.75001,6.2,7.5,7.333333333333333,6.666666666666667,5.666656666666667,10,3.0,Escola Pública,Ágata,6642,9.2,6.4,7.5,5.5,7.1,Não,6.9,5.0,4.0,6.477875763475088,Ágata,10.00002,6.345970206264323,7.5,4.611111111111112,7.03125,Não,6.6666625,5.0
Escola Pública,10,0,1K,Não,6.645835333333333,C,Ágata,8.000020000000001,6.5,7.5,5,7.291666666666667,7.833333333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,0,0F,Não,6.814172000000001,C,Ágata,9.500020000000001,9.8,6875,8.5,2.5,3.8333499999999994,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,0,4B,Não,7.312779666666668,B,Ametista,7.50001,8.8,7.5,5.333333333333333,8.749999999999998,8.055560000000002,5,5.0,Escola Pública,Quartzo,4169,6.7,4.7,0.0,3.0,7.5,Não,3.5,5.0,,,,,,,,,,,
Escola Pública,9,2,1C,Não,7.808335333333335,B,Ametista,10.000020000000001,8.5,7.5,5.5,7.916666666666668,7.333333333333333,10,2.0,Escola Pública,Ágata,6482,8.5,5.0,7.5,4.0,7.7,Não,6.6,10.0,1.0,7.700002222222222,Ametista,8.500020000000001,8.777777777777779,7.5,8.75,5.833333333333334,Não,7.555556666666667,5.0
Escola Pública,15,2,4L,Não,4.931111666666667,D,Quartzo,9.58335,3.6,7.5,0,7.916666666666668,6.055549999999999,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2J,Não,7.599446,B,Ametista,9.500020000000001,7.4,6.25,8.5,5,6.72222,10,2.0,Escola Pública,Ametista,7571,9.0,7.9,6.3,7.8,8.1,Não,8.0,5.0,3.0,6.802149357015729,Ágata,8.75001,5.765262340634195,5625,6.344444444444445,7.34375,Não,6.04166,10.0
Escola Pública,9,0,0F,Não,8.216668,B,Ametista,8.500020000000001,10,7.5,9.5,7.5,7.33333,5,1.0,Escola Pública,Quartzo,5188,8.5,4.2,7.5,0.7,7.5,Não,6.8,5.0,,,,,,,,,,,
Escola Pública,12,1,2P,Não,7.670558000000001,B,Ametista,8.500020000000001,9.7,7.5,6,8.749999999999998,7.777780000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,0,1M,Não,6.662085000000001,C,Ágata,9.000020000000001,6.3,7.5,4.75,7.1875,7.916665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0G,Não,7,C,Ágata,8.500020000000001,10,5,9.5,2.5,4.99999,5,1.0,Escola Pública,Ametista,7690,9.5,9.6,5.0,6.4,7.9,Não,8.7,5.0,1.0,7.301750696192697,Ametista,8.500020000000001,8.897630147630148,5625,7.416666666666666,6.041666666666667,Não,7.611113333333334,5.0
Escola Pública,11,1,2R,Não,7.510557333333334,B,Ametista,9.500020000000001,8.9,9375,1.5,8.541666666666666,8.444443333333332,10,3.0,Escola Pública,Ametista,7850,9.2,7.8,7.5,6.3,7.5,Não,8.1,10.0,2.0,7.482452161616162,Ametista,9.000020000000001,9.14141414141414,7.5,5.583333333333333,6875,Sim,8.500003333333334,5.0
Escola Pública,9,1,1N,Não,8.745557333333332,A,Topázio,9.500020000000001,9.2,7.5,10,7.5,7.277776666666666,10,2.0,Escola Pública,Ametista,7653,8.5,7.5,7.5,4.9,8.5,Não,8.6,10.0,2.0,7.694600987654322,Ametista,8.000020000000001,8.271604938271604,7.5,6.166666666666666,6.458333333333334,Não,8.055556666666666,10.0
Escola Pública,15,1,4E,Não,6.957083833333334,C,Ágata,7.91667,6.4,7.5,6.666666666666667,8.4375,7.2916675,5,5.0,Escola Pública,Ametista,7196,7.1,7.5,7.5,6.3,8.1,Não,8.3,5.0,5.0,4.331819181818182,Quartzo,7.91667,1.950757575757576,7.5,1.166666666666667,5.0,Não,5.833336666666667,5.0
Escola Pública,9,2,1E,Não,7.322224,B,Ametista,9.000020000000001,8,6.25,4.5,7.083333333333333,7.944443333333333,10,1.0,Escola Pública,Ágata,5667,8.5,5.0,7.5,1.0,8.3,Não,7.7,5.0,,,,,,,,,,,
Escola Pública,10,1,1G,Não,5.682502,D,Quartzo,8.500020000000001,6.1,7.5,0,8125,7.75,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,2F,Sim,8.586392000000002,A,Topázio,9.500020000000001,9.3,7.5,7,7.708333333333334,9.277783333333334,10,2.0,Escola Pública,Ametista,7154,8.5,7.1,7.5,4.9,7.3,Não,7.2,10.0,2.0,8.400003111111111,Topázio,9.000020000000001,9.555555555555555,7.5,8.083333333333332,6.666666666666666,Não,7.777783333333335,10.0
Escola Pública,7,0,1J,Não,5.9116686666666665,D,Quartzo,8.000020000000001,7.1,5625,0,5625,7.833333333333333,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,0,1C,Não,5.535835333333334,D,Quartzo,8.500020000000001,6.2,7.5,0,7.291666666666667,7.333333333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,5L,Não,5.938332666666667,D,Quartzo,6.66666,6.9,3125,3.6666666666666665,8125,7.666666666666667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,4,5G,Sim,8.113544166666667,B,Ametista,9.58335,9,4375,6.333333333333333,8.59375,8.958337499999999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,0,5B,Não,7.248334333333334,C,Ágata,7.91667,8.2,7.5,6,8.333333333333334,7.666670000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,12,3,3L,Não,8.291043,B,Ametista,8.75001,9.7,5,8,8.59375,7.583335,10,4.0,Rede Decisão,Topázio,8292,9.6,8.3,7.5,7.0,8.8,Não,8.2,10.0,5.0,7.674870047785548,Ametista,9.16668,9.23892773892774,5.0,6.0,7.1875,Não,7.4583325,10.0
Escola Pública,14,0,4B,Não,6.841113666666667,C,Ágata,9.58335,8.4,7.5,0,8.749999999999998,7.888893333333335,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,3,6A,Não,5.782291333333333,D,Quartzo,0,6.5,6.25,5.166666666666667,7.65625,7.791665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,2M,Não,6.622917999999999,C,Ágata,9.500020000000001,7.5,6875,3.75,7.1875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,2,1N,Não,7.426390666666667,B,Ametista,9.500020000000001,7.5,5,9,6875,7.444443333333333,5,2.0,Escola Pública,Ágata,6583,7.0,6.3,7.5,3.6,7.7,Não,7.0,10.0,,,,,,,,,,,
Rede Decisão/União,12,4,3A,Não,8.347085000000002,B,Ametista,8.75001,9.1,6875,8,7.8125,7.91667,10,4.0,Rede Decisão,Ágata,6759,6.3,6.7,7.5,6.4,7.3,Não,5.2,10.0,4.0,7.500521257187258,Ametista,8.33334,8.23038073038073,5625,5.355555555555555,8125,Não,7875,10.0
Escola Pública,10,0,1K,Não,8.223057333333335,B,Ametista,9.000020000000001,8.9,7.5,9.5,7.708333333333334,8.11111,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,2,1E,Não,7.809445333333334,B,Ametista,9.500020000000001,7.7,6875,10,6875,7.222216666666665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1H,Não,8.033612666666667,B,Ametista,9.500020000000001,8.3,7.5,9.5,7.291666666666667,7.72222,5,2.0,Escola Pública,Ametista,7215,9.0,7.5,7.5,4.6,7.1,Não,7.2,10.0,2.0,6.636118019594441,Ágata,9.000020000000001,8.694463431305536,7.5,3.666666666666667,6.25,Não,6.94445,5.0
Escola Pública,17,1,7B,Não,8.101250333333333,B,Ametista,8.33334,9.1,6.25,7.166666666666667,7.8125,8.041665,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2L,Não,5.791112666666667,D,Quartzo,9.000020000000001,5.9,5,2.75,7.5,7.055553333333332,5,2.0,Escola Pública,Quartzo,5185,0.0,5.8,7.5,4.3,7.3,Não,5.9,5.0,2.0,6.339605488215488,Ágata,10.00002,6.774410774410775,5.0,5.083333333333334,6.458333333333334,Não,6.611106666666666,5.0
Escola Pública,14,0,2G,Não,6.578056666666668,C,Ágata,9.500020000000001,9.3,7.5,2,7.291666666666667,6.944439999999998,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,4,2E,Não,8.342224,B,Ametista,10.000020000000001,9.6,7.5,8,9.166666666666666,8.277776666666668,5,2.0,Rede Decisão,Topázio,9021,10.0,10.0,7.5,9.1,9.8,Sim,9.8,5.0,3.0,8.467711333333334,Topázio,10.00002,10.0,7.5,7.666666666666667,8.59375,Sim,9.125005000000002,5.0
Rede Decisão/União,11,2,2E,Não,8.374169333333333,B,Ametista,9.500020000000001,9.6,5,8,7.708333333333334,8.16667,10,2.0,Rede Decisão,Ametista,7644,9.5,8.3,5.0,8.1,7.9,Não,8.1,5.0,3.0,8.672919666666665,Topázio,9.58335,9.666666666666666,5625,8.166666666666666,8.4375,Sim,8.70834,10.0
FIAP,18,4,8A,,5.703335,D,Quartzo,9.58335,0,3125,7.8,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2B,Não,5.862502000000001,D,Quartzo,9.000020000000001,9,5,0.5,5625,7.5,5,2.0,Escola Pública,Quartzo,5511,0.0,6.3,7.5,6.0,6.7,Não,5.7,5.0,3.0,4.498817405961047,Quartzo,0.0,4.775329529805234,5625,6.0,5.3125,Não,3.7500075,5.0
Escola Pública,8,1,0G,Não,8.78125,A,Topázio,9.500020000000001,10,7.5,10,7.8125,6.49999,10,0.0,Escola Pública,Ametista,7440,10.0,6.7,7.5,7.1,7.8,Não,8.3,5.0,,,,,,,,,,,
Escola Pública,13,1,3R,Não,6.512222666666668,C,Ágata,10.000020000000001,4.2,6875,5.666666666666667,7.291666666666667,5.611103333333335,10,3.0,Escola Pública,Ágata,5539,8.3,5.3,7.5,3.0,7.1,Não,5.5,5.0,,,,,,,,,,,
Rede Decisão/União,14,4,3B,Não,8.003127333333333,B,Ametista,9.58335,8.5,6875,8.666666666666666,7.65625,8.29167,5,4.0,Rede Decisão,Ametista,7044,8.8,7.8,6.9,6.5,7.3,Não,7.0,5.0,4.0,6.846262254901961,Ágata,7.91667,8.243464052287582,5625,6.722222222222222,7.65625,Não,7.416665,2.5
Escola Pública,10,1,1F,Não,6.662084,C,Ágata,8.500020000000001,2.3,7.5,10,7.1875,6.91666,5,,,,,,,,,,,,,2.0,7.180556888888889,Ametista,9.50002,9.444444444444445,7.5,5.5,6.25,Não,6.833329999999998,5.0
Escola Pública,17,2,7A,Não,7.602290666666668,B,Ametista,6.66666,8.1,7.5,5.833333333333333,7.65625,8.166665,10,,,,,,,,,,,,,,,,,,,,,,,
FIAP,19,1,8A,,8.651667,B,Ametista,7.91667,10,7.5,8.4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,11,2,3B,Não,8.688544833333335,A,Topázio,10.000020000000001,9.5,7.5,7.666666666666667,7.96875,8.5416725,10,4.0,Rede Decisão,Ametista,7895,9.6,6.7,7.5,7.5,8.3,Não,7.7,10.0,5.0,7.860874682539682,Ametista,9.58335,8.87797619047619,7.5,6.155555555555555,6.458333333333334,Não,7.5,10.0
Rede Decisão/União,11,3,1B,Não,8.308752,B,Ametista,9.500020000000001,8.7,10,9,7.1875,8,5,2.0,Rede Decisão,Ametista,7497,9.0,7.1,7.5,7.1,7.5,Não,8.8,5.0,2.0,7.882917128747796,Ametista,9.50002,8.977072310405644,8125,7.5,6.25,Sim,8.500003333333334,5.0
Escola Pública,16,1,6A,Não,7.771876666666667,B,Ametista,9.16668,8.5,7.5,4.833333333333333,7.96875,8.208335,10,7.0,Rede Decisão,Ametista,7878,9.2,8.9,5.6,6.4,8.1,Não,7.6,10.0,,,,,,,,,,,
Escola Pública,13,2,4L,Não,8.179167666666668,B,Ametista,8.75001,8.5,7.5,6.666666666666667,8.541666666666666,8.333333333333334,10,4.0,Escola Pública,Ágata,6853,10.0,4.7,7.5,3.9,8.8,Não,7.5,10.0,4.0,7.356831539359108,Ametista,10.00002,8.33137408568443,9375,4.411111111111111,8125,Não,7.7916625,5.0
Escola Pública,8,0,0B,Não,7.233337000000001,C,Ágata,9.000020000000001,10,7.5,5.75,2.5,5.916675,10,0.0,Escola Pública,Ametista,8008,9.5,10.0,7.5,6.9,7.5,Não,8.4,5.0,1.0,7.826390666666667,Ametista,8.500020000000001,10.0,7.5,8.166666666666666,6.041666666666667,Não,7.444443333333333,5.0
Escola Pública,7,0,0A,Não,8.783335000000001,A,Topázio,8.500020000000001,10,7.5,10,7.5,7.166665,10,0.0,Escola Pública,#NULO!,#NULO!,7.4,0.0,5.0,4.1,0.0,#NULO!,0.0,10.0,,,,,,,,,,,
Escola Pública,13,4,3E,Não,8.008612333333332,B,Ametista,9.58335,8.8,5,7.666666666666667,8125,7.222219999999999,10,4.0,Escola Pública,Ágata,5580,9.6,3.9,5.0,2.8,7.2,Não,5.3,10.0,4.0,6.738025960317461,Ágata,9.58335,7.961309523809524,5625,5.577777777777778,7.34375,Não,6.3749925,5.0
Escola Pública,17,2,7A,Sim,8.215626166666667,B,Ametista,7.91667,9.5,7.5,6.333333333333333,7.65625,8.7083375,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,1,3C,Sim,8.302779666666668,B,Ametista,8.75001,10,4375,8.333333333333334,9.791666666666666,9.222226666666666,5,4.0,Rede Decisão,Ametista,7972,8.3,8.6,7.5,7.0,8.8,Sim,9.5,5.0,,,,,,,,,,,
Escola Pública,9,0,1G,Não,8.734168,A,Topázio,7.4166799999999995,9.4,7.5,10,8125,7.75,10,1.0,Escola Pública,Ametista,7285,8.5,7.5,7.5,6.1,7.7,Não,8.4,5.0,1.0,8.219535581098341,Topázio,10.00002,9.2330779054917,7.5,8.5,6.5625,Sim,8.83334,5.0
Escola Pública,14,1,5G,Não,7.521039666666667,B,Ametista,6.66666,9.1,6875,6.333333333333333,7.96875,6.41666,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,0,5B,Não,6.953335333333333,C,Ágata,9.16668,3.1,7.5,6.333333333333333,8.333333333333334,7.833336666666668,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,16,1,6A,Não,8.320209166666666,B,Ametista,8.75001,9.2,7.5,7.333333333333333,7.96875,7.9583325,10,7.0,Rede Decisão,Ametista,7971,9.6,6.7,7.5,7.9,8.1,Não,7.7,10.0,,,,,,,,,,,
Escola Pública,10,2,2N,Sim,8.17278,B,Ametista,7.4166799999999995,9.6,6.25,6,8.75,9.05556,10,3.0,Rede Decisão,Topázio,8414,7.9,9.7,5.6,7.2,9.0,Não,8.9,10.0,4.0,8.31659788888889,Topázio,7.5,10.0,6.25,7.744444444444444,7.34375,Não,8.29167,10.0
Escola Pública,10,2,1E,Não,8.647224666666666,A,Topázio,8.500020000000001,8.5,10,10,8.75,8.611113333333334,5,2.0,Escola Pública,Ametista,7254,9.5,4.6,7.5,5.3,8.5,Não,8.7,10.0,2.0,6.950124578570855,Ágata,8.500020000000001,7.375612892854272,6.25,6.666666666666666,6.666666666666666,Não,7.5,5.0
Escola Pública,11,2,1A,Não,7.495419,B,Ametista,8.500020000000001,9.3,7.5,6.5,7.1875,7.583335,5,2.0,Escola Pública,Ágata,5868,8.5,4.2,7.5,3.8,7.5,Não,7.1,5.0,2.0,5.857687358741682,Quartzo,8.500020000000001,4.280096793708409,7.5,4.466666666666667,5.416666666666667,Não,7.333330000000001,5.0
Escola Pública,9,0,0F,Não,8.362502000000001,B,Ametista,9.000020000000001,10,7.5,9.5,8125,7.5,5,1.0,Escola Pública,Topázio,8494,9.5,9.2,7.5,8.4,8.8,Sim,9.6,5.0,1.0,8.261113555555557,Topázio,9.50002,9.86111111111111,7.5,8.166666666666668,6.666666666666666,Sim,8.944446666666666,5.0
Rede Decisão/União,16,3,5F,Sim,7.903127833333334,B,Ametista,9.16668,8.5,6875,6.666666666666667,8.90625,9.375007500000002,5,6.0,Rede Decisão,Ametista,7620,9.2,7.2,7.5,7.1,8.6,Não,8.7,5.0,7.0,6.818223705882353,Ágata,0.0,8.400490196078431,7.5,7.633333333333333,8.28125,Não,7.666670000000002,5.0
Escola Pública,10,0,1M,Não,5.045418000000001,D,Quartzo,9.000020000000001,3.3,7.5,0,7.1875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,1,4A,Sim,7.579446666666667,B,Ametista,8.33334,9.8,7.5,5,7.916666666666668,8.72223,5,5.0,Escola Pública,Ametista,7223,8.8,8.3,7.5,5.7,7.8,Não,7.5,5.0,,,,,,,,,,,
Escola Pública,13,1,2C,Não,5.635834000000001,D,Quartzo,9.500020000000001,6.7,6875,0,7.916666666666668,6.833326666666666,5,3.0,Escola Pública,Ágata,5956,9.2,5.3,7.5,4.9,7.8,Não,4.9,5.0,,,,,,,,,,,
Escola Pública,11,1,0H,Não,8.306252,B,Ametista,9.000020000000001,10,6.25,10,7.8125,7.5,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,1,1M,Não,6.958335,C,Ágata,9.000020000000001,8.5,5625,7.5,5625,7.416665,2.5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,1G,Não,7.482502,B,Ametista,8.500020000000001,8.1,7.5,7,8125,7.75,5,2.0,Escola Pública,Ágata,6078,8.5,5.4,7.5,4.5,7.5,Não,6.2,5.0,,,,,,,,,,,
Escola Pública,13,1,3F,Sim,9.098057333333333,A,Topázio,9.16668,9.9,6875,9.666666666666666,7.916666666666667,8.944446666666666,10,4.0,Rede Decisão,Ametista,7835,9.2,6.9,7.5,6.8,8.1,Não,8.0,10.0,5.0,6.719708994708995,Ágata,8.33334,7.945767195767196,5625,4.777777777777778,5625,Não,6.08333,10.0
Escola Pública,12,1,2R,Não,6.706112,C,Ágata,9.500020000000001,7.6,3.75,5.5,7.5,7.555549999999998,5,2.0,Escola Pública,Ametista,7292,9.0,7.9,6.3,6.7,8.1,Não,7.7,5.0,3.0,6.527470839262188,Ágata,8.33334,6.916872529644269,6875,5.833333333333333,7.34375,Não,6.111103333333335,5.0
Escola Pública,10,0,1J,Não,6.742502000000001,C,Ágata,8.500020000000001,6.9,7.5,5,7.291666666666667,7.666666666666666,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,18,2,5L,Não,4.928614333333334,D,Quartzo,8.33335,5.4,3125,4.666666666666667,5.416666666666667,4.888896666666667,2.5,6.0,Escola Pública,Ágata,5728,10.0,7.2,2.5,4.0,4.6,Não,6.3,5.0,7.0,4.786009931839403,Quartzo,7.08334,4.63109243697479,6.25,1.588888888888889,4.53125,Não,6.277773333333335,5.0
